Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Mortgage,Purpose_business loan,Purpose_debt/purchase/other,Purpose_house/wedding/education
1165811,10.0,0,7,10.0,183392,3,32,1,0,238568,125913,14674,731,0,0,0,1,0
695761,3.0,0,7,10.0,132154,0,255,0,0,270226,57855,12118,725,0,1,0,1,0
1569666,3.0,0,4,24.5,792440,0,255,0,0,265826,500973,11288,740,0,1,0,1,0
1165811,0.5,0,13,19.4,1713074,0,255,0,0,221650,232275,22604,731,0,1,0,1,0
1165811,6.0,0,19,18.6,386144,0,255,0,0,183942,58026,11265,731,0,1,0,1,0
1165811,0.0,1,7,43.4,99506,4,46,2,0,216216,57133,14102,731,1,0,0,1,0
1161660,4.0,0,11,23.2,767008,0,12,0,0,358688,278882,7783,729,0,1,0,1,0
1165811,10.0,0,10,22.3,916058,0,17,0,1,562936,563293,33500,675,0,1,0,0,1
1320557,8.0,0,7,14.4,415294,0,16,0,0,265826,275804,7516,736,0,1,0,1,0
522215,3.0,0,8,9.1,386408,0,255,0,0,265826,149169,3825,721,0,0,0,1,0
873468,3.0,0,10,23.8,464486,0,255,0,0,265826,208202,14995,738,0,0,0,1,0
2875308,10.0,0,14,16.5,1859418,0,24,0,0,771694,1161033,46963,713,1,1,0,1,0
1165811,3.0,0,17,25.5,1847472,0,8,0,0,529958,553641,25260,731,0,1,0,1,0
935465,10.0,0,14,19.0,830104,0,255,0,1,433268,529074,19801,724,1,1,0,1,0
1606716,8.0,0,12,22.7,659780,0,255,0,0,259600,369797,33473,747,0,1,0,1,0
1864470,10.0,0,11,17.7,369314,0,255,0,1,323840,166497,27035,646,0,1,0,1,0
735927,7.0,0,6,8.9,156948,0,255,0,0,179388,106799,11898,720,1,1,0,1,0
747232,2.0,0,4,18.4,207702,0,34,0,0,173052,147098,6850,732,0,0,0,1,0
1328575,9.0,0,8,17.7,476476,0,255,0,0,244684,0,22364,742,1,0,0,1,0
2661045,10.0,0,11,20.1,922526,0,18,0,1,359854,719435,36146,707,0,1,0,1,0
969513,10.0,0,6,9.6,70620,0,255,0,0,110286,31160,12280,736,0,1,0,0,1
1202586,0.0,0,9,16.4,161942,0,22,0,0,314358,80826,13629,703,0,1,0,0,1
1431840,6.0,0,15,14.6,830610,0,255,0,1,680922,433998,31143,695,0,1,0,1,0
1360476,5.0,0,4,20.7,451000,0,73,0,0,546986,223174,8537,692,0,0,1,0,0
1535409,3.0,0,18,15.9,1141294,0,255,0,1,542036,355813,11144,718,1,1,0,1,0
1165811,10.0,0,12,21.0,1291356,0,255,0,1,680548,713773,27475,731,1,1,0,1,0
177251,0.0,0,6,22.3,116710,0,27,0,0,56144,42427,4476,723,0,0,0,1,0
818919,10.0,0,4,16.8,68090,1,30,1,0,265826,48507,6524,735,0,0,0,1,0
1762421,10.0,0,12,19.1,152218,0,26,0,0,441232,110827,39361,739,0,0,0,1,0
1081100,1.0,0,9,14.8,563464,0,30,0,0,420376,240407,8757,729,0,1,0,1,0
913216,5.0,0,4,14.9,86328,0,255,0,0,159698,72390,20243,722,1,0,0,1,0
1142318,10.0,0,13,20.4,754490,0,255,0,0,433664,495216,29034,712,0,0,0,1,0
732469,10.0,0,17,20.3,205194,1,32,1,0,124982,58482,16236,680,0,0,0,1,0
623922,10.0,0,19,17.4,551606,1,79,0,0,265826,294405,13466,731,0,0,0,1,0
1165811,0.5,0,9,11.7,542344,0,46,0,1,342320,305862,6920,731,1,0,0,1,0
1109790,10.0,0,13,23.4,490094,0,5,0,0,54450,366548,8934,708,0,0,0,1,0
1784252,10.0,0,7,23.7,630696,0,61,0,1,761156,285969,11835,731,0,1,0,1,0
734255,4.0,0,15,36.2,741070,0,255,0,1,414194,455050,12176,709,1,1,0,1,0
1384207,7.0,0,14,26.3,461208,1,32,1,1,460262,298338,26415,719,1,1,0,1,0
1053360,3.0,0,13,10.5,562232,1,32,1,1,425788,225777,19399,722,0,0,0,1,0
1211782,0.5,0,13,15.2,356004,0,17,0,0,311916,184471,27669,725,1,0,0,1,0
765852,4.0,0,12,8.9,489214,0,255,0,0,265826,6346,683,734,0,0,0,1,0
866229,3.0,0,7,12.7,251328,0,255,0,0,330660,182324,14509,723,0,0,0,1,0
1165811,3.0,0,11,10.8,432080,0,49,0,0,322674,276146,29888,731,0,0,0,1,0
658882,3.0,0,4,9.0,143792,0,255,0,0,177628,114475,3163,707,0,0,0,1,0
1121057,6.0,0,20,13.5,319946,0,55,0,1,275836,77368,20272,616,1,1,0,1,0
1142508,6.0,0,10,16.5,465388,0,73,0,0,396880,252814,14186,735,0,1,0,1,0
1165811,1.0,0,4,25.7,139766,0,2,0,0,112618,33440,3441,731,1,0,0,1,0
1165811,10.0,0,19,17.7,2644444,0,255,0,0,444620,817608,12372,731,1,0,0,0,1
1547246,6.0,0,12,18.1,1001110,0,255,0,0,265826,762565,26948,730,0,1,0,1,0
1165811,8.0,0,8,19.6,396726,1,67,1,0,128722,144932,14341,731,1,1,0,1,0
1167265,3.0,0,12,17.0,607046,1,60,1,0,657162,89129,4222,730,0,0,0,1,0
1406190,10.0,0,6,17.5,325820,0,22,0,1,390764,262238,19804,736,0,1,0,1,0
893038,8.0,0,8,14.0,170214,0,7,0,1,306438,84227,22921,688,0,1,0,1,0
1165811,7.0,0,15,26.4,240416,0,71,0,1,424336,147003,40317,731,0,1,0,1,0
675374,3.0,0,10,10.5,442178,0,255,0,1,225104,305881,19136,679,0,0,0,1,0
2402322,5.0,0,19,18.8,1145980,0,255,0,0,178024,659148,57055,745,0,1,0,1,0
690764,1.0,0,7,17.2,322256,0,255,0,0,159962,232940,8001,747,0,0,0,1,0
698250,5.0,0,12,37.6,263516,0,39,0,0,210562,163647,19784,720,0,1,0,1,0
1165811,10.0,0,10,20.6,511940,0,255,0,0,363770,228133,15399,731,0,0,0,1,0
1700633,2.0,0,17,23.4,1172314,0,34,0,0,265826,654037,38831,740,0,1,0,1,0
1431840,6.0,0,7,13.1,207988,0,78,0,0,265276,68438,27563,747,0,0,0,1,0
927523,0.0,0,7,16.8,130306,1,49,1,0,134794,72371,11439,736,0,0,0,1,0
2848575,10.0,0,24,23.0,476476,0,255,0,1,615692,206188,46764,736,0,1,0,1,0
1165811,4.0,0,8,30.8,1068980,0,255,0,0,309584,601008,19418,731,0,0,0,1,0
1363478,0.5,0,8,6.4,140250,1,20,1,0,78936,79458,21361,743,0,0,0,1,0
1260327,9.0,0,13,19.4,783816,0,255,0,0,392898,529359,30353,743,0,1,0,1,0
611648,2.0,0,6,12.9,207460,1,30,1,0,265826,10754,11621,705,0,0,0,1,0
1165811,2.0,0,11,16.0,759594,0,54,0,0,787028,259122,10568,731,1,1,0,1,0
1163028,4.0,0,12,10.5,783134,0,2,0,1,594770,150138,2704,699,0,1,0,0,1
1937810,10.0,0,12,16.7,730884,0,255,0,0,448756,305520,27291,750,0,0,0,1,0
1165811,10.0,0,6,21.7,1028434,0,255,0,1,657360,287774,12774,731,0,1,0,0,1
567720,1.0,0,7,15.4,573958,0,32,0,0,219120,227525,6718,748,0,0,0,1,0
467039,2.0,0,9,9.6,168674,0,255,0,0,265826,32053,3016,750,0,0,0,0,1
1427280,10.0,0,12,21.6,814748,1,78,1,0,264418,170278,21647,734,0,1,0,1,0
1165811,3.0,0,13,14.2,348238,0,15,0,0,195756,203908,25520,731,0,1,0,1,0
2228111,10.0,0,9,43.7,259930,0,16,0,1,666490,79249,19682,615,1,1,0,1,0
1147790,4.0,0,16,9.4,937332,1,32,1,0,288332,87419,13104,719,0,1,0,1,0
1059212,3.0,0,11,9.9,539308,0,51,0,0,160556,329308,30452,732,0,0,0,1,0
1581218,3.0,0,17,12.9,736494,0,4,0,0,401896,540018,25563,738,0,0,0,1,0
472435,6.0,0,7,15.7,361680,0,255,0,0,187924,192413,7677,742,0,0,0,1,0
608722,0.5,0,11,12.0,867922,0,255,0,0,239536,343311,13950,714,0,0,0,1,0
1317631,10.0,0,11,15.1,715022,0,255,0,1,541618,489687,26023,725,0,1,0,1,0
1187500,2.0,0,17,23.0,742280,0,255,0,1,459756,515413,15002,685,1,0,0,1,0
1762782,10.0,0,6,16.8,584606,0,255,0,0,416900,6555,6361,738,0,1,0,1,0
3754780,4.0,0,10,15.8,900064,0,255,0,1,347820,614099,16459,723,0,0,0,1,0
1765993,10.0,0,17,14.1,1343760,0,16,0,0,391556,350474,17366,745,0,1,0,1,0
1199679,1.0,0,15,27.2,443168,1,8,1,0,423148,225435,27793,705,0,1,0,1,0
1165811,0.0,0,11,15.6,153142,1,32,1,0,221826,104880,19989,731,1,1,0,0,1
1165811,1.0,0,11,23.3,402226,0,255,0,0,112222,293189,20136,731,1,0,0,1,0
928682,9.0,0,18,15.6,399432,1,28,1,0,232804,160056,12073,729,1,1,0,1,0
490713,2.0,0,10,21.7,240988,0,81,0,0,43054,75962,8346,747,0,0,0,1,0
1165811,4.0,0,19,11.0,557832,0,25,0,1,303204,204269,18719,731,0,0,0,1,0
1735365,10.0,0,6,20.5,391226,0,255,0,1,604978,223345,13941,735,1,1,1,0,0
784757,5.0,0,9,9.0,674916,0,255,0,0,265826,141645,9613,735,0,1,0,1,0
954845,5.0,0,8,17.9,335060,0,36,0,0,176902,28367,9787,748,0,0,0,1,0
1330209,10.0,0,13,25.3,532312,0,255,0,1,265826,247342,13080,743,0,1,0,0,1
501467,10.0,0,5,29.4,268906,0,255,0,1,38720,182305,6870,737,1,0,0,1,0
1165811,3.0,0,6,12.7,713438,0,255,0,0,286968,358606,13675,731,0,0,0,1,0
1428135,10.0,0,16,19.5,846230,0,255,0,0,270094,489668,28444,717,0,1,0,1,0
1165811,0.0,0,8,21.1,117634,2,32,0,0,108966,86868,8266,731,1,0,0,1,0
1671905,10.0,0,18,11.7,793298,0,27,0,0,360162,173337,16023,728,1,1,0,0,1
1165811,10.0,0,16,25.9,1236554,0,5,0,0,264484,281941,21651,731,0,1,0,1,0
1888220,5.0,0,12,17.3,1789942,0,255,0,0,109318,1133122,32556,736,0,1,0,0,1
811965,1.0,0,9,12.0,492272,0,255,0,0,53724,380076,13871,683,0,0,0,1,0
990565,10.0,0,5,30.3,17644,1,32,1,0,99264,6688,289,719,1,0,0,0,1
1165811,10.0,0,23,15.1,733722,0,255,0,1,411906,421382,22264,731,0,1,0,1,0
2064787,10.0,0,12,24.5,500038,0,13,0,1,603196,108395,22713,734,0,1,0,1,0
1402770,10.0,0,16,15.4,784740,0,255,0,0,216568,221616,13560,741,0,0,0,1,0
563730,7.0,0,4,8.0,97966,0,255,0,0,70708,64296,2931,731,0,0,0,1,0
840218,2.0,0,14,9.8,339746,0,255,0,0,172414,137902,12603,743,0,1,0,1,0
3452300,2.0,0,13,25.2,2659382,0,7,0,0,345422,1129987,25346,750,0,0,0,1,0
1260574,6.0,0,14,13.5,1081410,0,255,0,1,265826,386650,14917,737,0,1,0,1,0
743128,1.0,0,10,23.1,359612,0,255,0,0,173712,150309,3678,744,0,1,0,1,0
786277,0.5,0,11,16.5,335214,0,2,0,0,78034,113487,7843,719,0,0,0,1,0
1695636,8.0,0,11,15.8,1006038,0,255,0,0,458128,694203,38434,747,0,1,0,1,0
844569,10.0,0,12,21.2,380534,0,10,0,1,217316,74613,7390,717,0,0,0,1,0
1264146,0.5,0,8,11.0,301620,0,255,0,0,112596,188860,22333,745,1,1,0,1,0
1165811,10.0,0,8,29.2,2321308,0,255,0,0,773388,206188,32009,731,0,1,0,1,0
1134338,10.0,0,13,14.6,664488,0,13,0,0,220748,129124,25050,714,0,1,0,1,0
3904215,0.0,0,9,22.0,1347302,0,255,0,0,258324,865716,24336,743,0,0,0,1,0
1165811,3.0,0,18,8.7,675422,0,255,0,0,128458,229235,18275,731,0,0,0,1,0
2328222,3.0,0,8,11.1,880638,0,255,0,0,627594,4560,27551,749,0,1,0,1,0
981407,4.0,0,8,10.1,215160,0,55,0,1,308198,65968,11941,639,1,0,0,1,0
1165811,9.0,0,4,27.6,313632,0,255,0,1,347666,30609,773,731,0,0,1,0,0
1165811,4.0,0,11,7.2,559064,0,12,0,1,228536,102353,18766,731,1,0,0,1,0
1165811,9.0,0,33,29.2,2178836,0,255,0,0,423588,652954,25492,731,0,1,0,1,0
972040,5.0,0,8,16.0,809710,0,55,0,0,265826,346142,17983,747,0,1,0,1,0
481707,2.0,0,5,14.7,712844,0,255,0,0,265826,162526,3219,748,0,0,0,1,0
1152996,8.0,0,10,12.9,271480,0,48,0,1,467258,138567,27095,717,1,1,0,1,0
932881,3.0,0,7,14.5,332816,0,9,0,0,90024,5453,1617,748,0,1,0,1,0
273543,0.0,0,10,6.8,187704,0,255,0,0,33132,41021,2530,663,1,0,0,1,0
1165811,7.0,0,5,6.5,124498,0,255,0,0,174658,74727,4450,731,0,0,0,1,0
1631511,2.0,0,4,27.4,417010,0,34,0,0,108570,313329,16179,727,1,0,0,1,0
1210680,8.0,1,6,22.0,90552,1,26,0,1,531608,58900,5034,668,0,1,0,1,0
1586899,10.0,0,14,17.3,745272,0,255,0,1,540430,449920,25258,654,0,0,0,1,0
1297814,5.0,0,7,9.3,167552,0,255,0,1,586058,95950,15033,625,0,1,0,1,0
1022105,4.0,0,7,18.2,481844,0,255,0,0,265826,60344,20272,749,0,1,0,1,0
2701230,6.0,0,6,26.9,560296,0,255,0,1,781946,201780,15037,718,0,0,0,1,0
1549260,10.0,0,5,15.1,152592,1,24,0,1,224224,43225,8172,727,1,0,0,1,0
1046159,8.0,0,13,15.3,467104,0,81,0,0,220242,264233,21533,737,0,1,0,1,0
748676,2.0,0,15,10.6,264616,0,43,0,0,307736,98952,16658,727,0,1,0,1,0
1706865,6.0,0,21,18.5,1132648,0,255,0,0,651552,404985,19060,745,0,1,0,1,0
1165811,0.5,0,6,21.6,393822,0,27,0,0,439956,334001,14692,731,1,0,0,1,0
1846154,4.0,0,14,13.6,454080,0,9,0,0,225016,189411,10877,738,0,1,0,1,0
1449795,8.0,0,10,16.4,884466,0,255,0,0,51480,414010,29842,743,0,1,0,1,0
768094,10.0,0,8,16.5,344828,1,68,1,0,88946,172729,24387,681,0,0,0,1,0
1516048,10.0,0,18,31.2,1200144,0,5,0,1,141526,650921,29714,693,1,1,0,1,0
1043252,10.0,0,16,17.5,346742,2,32,2,0,129426,60781,13128,740,0,1,0,0,1
964250,6.0,0,12,16.8,886160,0,255,0,0,357280,644404,20892,736,0,0,0,1,0
1165811,4.0,0,9,8.1,472802,0,255,0,0,257928,157624,18203,731,0,0,0,1,0
941545,3.0,0,7,11.4,180906,0,255,0,0,265826,124526,12656,711,0,0,0,1,0
2598345,8.0,0,9,20.7,476476,0,255,0,0,312004,206188,61278,744,0,1,0,1,0
774972,5.0,0,8,9.9,215446,0,19,0,0,265826,121125,10656,728,0,0,0,1,0
1046577,10.0,0,10,20.2,506858,1,32,1,0,396594,202673,13431,740,1,0,0,1,0
1794151,10.0,0,14,33.8,1538130,0,255,0,0,265826,778449,28856,734,0,0,0,1,0
1022846,0.0,0,11,12.9,182930,0,59,0,0,172260,114855,1943,737,0,0,0,1,0
1078155,7.0,0,8,16.7,526086,0,38,0,0,321024,310308,15723,711,0,0,0,1,0
1247293,9.0,0,6,12.8,216634,0,255,0,0,265826,143488,4449,742,0,0,0,1,0
1127118,10.0,0,8,13.7,346324,0,255,0,0,163702,13756,14653,644,0,1,0,1,0
755288,3.0,0,14,9.6,352330,0,255,0,0,265826,148181,6924,730,0,0,0,1,0
621490,3.0,0,17,29.1,583704,1,32,1,0,22484,161310,17765,731,0,0,0,1,0
672581,10.0,0,4,11.1,302852,0,255,0,0,265826,104614,15749,748,0,0,0,1,0
2842020,10.0,0,12,15.6,1757382,0,17,0,0,265826,725477,48078,743,0,1,0,1,0
2780137,10.0,0,24,35.8,2045384,0,65,0,0,457930,731310,26180,748,0,1,0,1,0
1025278,10.0,0,5,11.9,220924,0,255,0,0,219846,128402,5408,732,0,0,0,1,0
569392,2.0,0,7,9.0,347622,0,255,0,0,288816,202046,11625,717,1,0,0,1,0
463657,4.0,0,9,8.7,134178,0,16,0,0,128634,76133,9891,695,0,1,0,1,0
480130,4.0,0,4,18.3,289014,0,255,0,0,97284,165984,4801,663,1,0,0,1,0
1407672,5.0,0,19,25.0,1286780,0,255,0,0,265826,330049,23227,730,0,0,0,1,0
1165811,1.0,0,12,25.7,406274,1,6,1,0,218482,182799,20590,731,1,1,0,0,1
674443,8.0,0,13,20.6,334796,0,27,0,0,223124,164806,18660,731,0,1,0,1,0
1165811,10.0,0,4,15.0,2308020,0,255,0,0,208912,209304,11395,731,0,0,0,1,0
828229,2.0,0,9,12.0,150326,0,28,0,0,181456,76589,19739,725,0,0,0,1,0
972990,10.0,0,7,12.4,797588,0,255,0,0,317152,484234,18568,713,1,1,0,1,0
1717524,3.0,0,16,25.5,565554,0,255,0,0,220968,378043,33062,739,1,0,0,1,0
751944,1.0,0,9,15.0,487058,0,47,0,0,225830,259540,17420,743,1,1,0,1,0
1033714,5.0,0,9,11.0,210342,0,255,0,0,239382,152760,18004,744,0,0,0,1,0
1355935,10.0,0,6,13.8,349404,0,53,0,0,265826,100187,11525,743,0,1,0,1,0
1324604,6.0,0,7,20.6,278036,0,33,0,0,265826,178885,24947,739,0,1,0,1,0
1810605,4.0,0,13,22.6,847792,0,59,0,0,131846,575491,36212,738,0,1,0,1,0
733476,10.0,0,14,16.4,560648,0,255,0,1,372680,375744,16564,693,1,0,0,1,0
1687903,5.0,0,5,27.2,735592,0,255,0,0,265826,292239,24756,746,0,1,0,1,0
1140684,4.0,0,9,13.9,235686,1,32,1,0,88044,105431,18061,724,0,1,0,1,0
1165811,8.0,0,20,37.0,1541782,0,255,0,0,598642,516629,27637,731,0,1,0,1,0
932520,3.0,0,8,12.8,289410,0,13,0,0,259138,154717,10724,739,0,0,0,1,0
1137378,10.0,0,10,15.0,924594,0,255,0,1,515812,675545,21042,702,1,1,0,1,0
1515440,10.0,1,16,18.1,671462,1,50,0,0,329010,418114,24247,735,0,0,0,1,0
1165811,10.0,0,8,21.5,1296372,0,255,0,0,354508,389633,18656,731,0,1,0,1,0
787626,8.0,0,7,23.9,152460,1,36,1,0,229086,71231,6544,715,0,0,0,1,0
934705,1.0,0,7,11.6,355212,0,255,0,0,346324,11970,280,690,0,0,1,0,0
1165811,10.0,0,7,18.3,744260,0,255,0,1,451792,599070,20128,731,1,0,0,1,0
1165811,5.0,0,3,10.4,248600,0,255,0,1,259204,36708,12368,731,0,0,0,1,0
1165811,5.0,0,9,10.5,313192,0,10,0,0,391688,147155,3138,731,0,1,0,1,0
1000654,10.0,0,5,22.7,227546,0,255,0,0,75108,187093,19096,700,0,1,0,1,0
587708,0.5,0,7,15.9,335676,0,61,0,0,233244,242953,13174,719,0,0,0,1,0
1165811,2.0,0,10,15.9,778426,0,255,0,0,253154,326059,22586,731,0,0,0,1,0
1165811,10.0,0,6,15.3,305294,0,255,0,1,208230,230717,14217,731,0,1,0,1,0
1165811,2.0,0,14,13.2,583264,0,18,0,0,231440,356136,15037,731,0,1,0,0,1
959557,2.0,0,10,14.2,476476,0,255,0,1,221672,0,7213,739,0,1,0,1,0
2209263,7.0,0,13,19.4,324764,0,10,0,0,133474,150613,15520,732,0,0,0,1,0
870903,5.0,0,8,15.7,334004,0,28,0,1,201674,167314,6096,734,1,0,0,1,0
3297412,0.5,4,13,35.3,320474,4,37,0,1,763620,100472,31875,647,0,1,0,1,0
1452227,6.0,0,10,12.8,416900,0,255,0,1,538076,256006,30497,660,1,1,0,1,0
999039,10.0,0,11,14.6,547910,0,255,0,1,531476,317034,6935,709,1,0,0,1,0
575453,10.0,0,9,10.5,193380,0,255,0,1,219230,98534,9591,697,1,0,0,1,0
1467769,1.0,0,8,16.5,577632,0,5,0,1,348612,345724,32413,708,1,0,0,1,0
2781885,10.0,0,20,27.3,846758,0,3,0,1,751608,610622,60506,646,1,1,0,1,0
1165811,4.0,0,5,7.3,121638,0,255,0,0,121792,35416,1442,731,1,0,0,1,0
1458345,10.0,0,19,34.0,1713866,0,255,0,1,290994,399646,13672,737,1,1,0,1,0
1165811,4.0,0,10,24.8,541112,0,65,0,0,167728,180386,27116,731,0,0,0,1,0
1097098,2.0,0,11,13.0,370854,0,255,0,1,265826,191843,17371,731,0,0,0,1,0
1826242,2.0,0,18,22.4,1027884,0,255,0,0,265826,412794,42460,739,0,0,0,1,0
817988,10.0,0,11,18.5,125466,1,72,1,0,110132,53086,11656,698,1,0,0,1,0
1292855,10.0,0,6,32.0,171952,0,35,0,0,312796,115843,16915,730,0,1,0,1,0
1043442,10.0,0,13,23.7,467324,1,71,1,1,434060,103721,4252,680,0,1,0,1,0
1165811,10.0,0,6,23.2,465102,0,20,0,0,258346,308883,10908,731,0,1,0,1,0
1165811,10.0,0,16,33.7,364782,1,32,1,0,87384,203205,17814,731,0,1,0,1,0
2061367,2.0,0,11,18.9,292556,0,29,0,0,130196,76304,8795,745,0,0,0,1,0
1122273,10.0,0,5,23.0,418110,0,12,0,1,553080,186333,14683,715,1,1,0,1,0
795853,0.5,0,6,19.1,405922,0,51,0,1,265826,307439,10611,688,0,1,0,1,0
792718,10.0,0,11,14.5,241868,0,22,0,0,140382,153520,23650,731,0,1,0,1,0
2692338,10.0,0,11,27.8,929236,0,48,0,0,614702,211071,26475,746,0,1,0,1,0
1326675,10.0,0,13,17.6,803044,0,255,0,1,285296,516686,36262,689,0,1,0,1,0
1165811,5.0,0,9,17.6,187242,0,51,0,0,184888,74385,12618,731,0,1,0,1,0
1197874,0.0,0,9,17.3,619564,0,21,0,0,445984,250420,21062,733,0,1,0,1,0
1400357,0.5,0,10,20.0,242022,0,24,0,0,127556,132943,31391,719,0,1,0,1,0
1390382,10.0,0,12,10.6,307120,0,21,0,0,171732,162868,20971,722,1,1,0,1,0
673056,10.0,0,17,19.5,674410,0,8,0,0,267190,217835,16433,737,1,0,0,1,0
1222156,8.0,0,17,12.5,814946,0,255,0,0,265826,289978,23628,745,0,1,0,1,0
2597756,3.0,0,8,22.1,131098,0,5,0,1,386738,101213,46760,628,0,1,0,1,0
1165811,1.0,0,22,12.6,182622,0,70,0,0,246620,72865,16545,731,0,1,0,1,0
2314200,10.0,0,21,28.2,476476,0,3,0,0,781550,828970,13326,745,0,1,0,1,0
938505,1.0,0,13,16.8,76076,0,17,0,1,312972,58995,21273,669,0,1,0,1,0
563160,4.0,0,5,11.7,471064,0,255,0,0,260832,109022,6852,740,0,0,0,1,0
970425,10.0,0,13,28.4,785752,0,36,0,0,265826,311486,19732,737,0,1,0,1,0
1711482,8.0,0,6,21.4,599478,0,255,0,1,265826,464417,14105,674,0,1,0,1,0
1165811,2.0,0,6,11.0,232606,0,45,0,0,75350,111283,5434,731,0,0,0,1,0
1165811,6.0,0,18,23.4,982102,0,28,0,0,175032,514843,23453,731,0,1,0,1,0
555636,10.0,0,10,10.3,286286,0,255,0,0,216304,208430,8288,730,1,0,0,1,0
2320850,10.0,0,9,23.4,828322,0,28,0,1,265826,235353,21990,739,0,1,1,0,0
1165811,10.0,0,13,20.5,899910,0,255,0,1,382910,185744,9833,731,0,1,0,1,0
1165811,1.0,0,8,11.9,575124,0,255,0,0,648846,176833,4829,731,0,1,0,1,0
1165811,4.0,0,11,17.9,834438,0,53,0,1,347094,101612,10106,731,0,1,0,1,0
1165811,3.0,0,7,13.0,90156,1,32,1,0,102718,55423,21806,731,0,0,0,1,0
1254513,10.0,0,6,23.4,476476,0,60,0,0,265826,0,16084,748,0,0,0,1,0
1098162,4.0,0,16,15.4,341330,1,68,1,1,407132,168321,12629,682,1,0,0,1,0
750880,2.0,0,7,11.3,212938,0,27,0,0,182578,127091,20399,717,0,0,0,1,0
1235874,8.0,0,15,11.3,970002,1,32,1,0,440308,363565,27601,725,0,1,0,1,0
890397,4.0,0,9,17.0,512886,0,59,0,0,360162,316255,20256,747,1,1,0,1,0
870010,10.0,0,16,16.5,634238,0,255,0,0,224862,350569,16168,721,0,1,0,1,0
824410,10.0,0,12,46.3,1847912,0,255,0,0,77330,638362,19442,750,0,0,0,1,0
471485,0.0,0,14,17.7,517352,1,32,1,0,152856,234574,6876,728,0,0,0,1,0
679003,1.0,0,8,9.0,204754,0,255,0,0,215446,143070,14768,730,0,0,0,1,0
1240567,7.0,0,5,9.9,288618,0,255,0,1,265826,236797,4828,629,0,0,0,1,0
570057,1.0,0,4,12.3,57134,0,58,0,0,265826,17271,11420,731,0,1,0,1,0
1475293,10.0,0,9,15.0,1033670,0,255,0,1,648846,376732,23604,660,1,0,0,1,0
1165811,7.0,0,3,14.9,305558,0,255,0,0,436480,234080,8913,731,0,0,0,1,0
1165811,3.0,0,12,19.5,1113222,0,255,0,0,239712,460522,31165,731,0,1,0,1,0
1165811,1.0,0,11,13.8,794266,0,37,0,0,430584,450661,11079,731,1,0,0,1,0
2007464,8.0,0,10,16.8,419650,0,255,0,1,265826,92416,23922,734,0,0,0,1,0
577296,0.5,0,9,12.5,104676,1,32,1,0,100276,54511,9525,704,0,0,0,1,0
990603,5.0,0,10,17.0,613294,1,61,1,0,306922,172672,19399,731,0,0,0,1,0
1406190,10.0,0,10,17.3,1919302,0,255,0,1,651288,206188,37498,679,0,0,0,1,0
1165811,5.0,0,9,15.1,250448,1,32,1,0,112376,16663,20497,731,0,0,0,1,0
965960,9.0,0,12,14.7,278190,0,8,0,0,258104,169385,20205,740,1,0,0,1,0
1165811,6.0,0,8,14.4,476476,0,255,0,0,624184,809666,15705,731,0,1,0,1,0
675659,3.0,0,6,8.1,176022,0,255,0,0,91278,116907,3153,736,0,0,0,1,0
865868,5.0,0,11,11.5,541574,0,255,0,0,155958,124412,6436,744,0,1,0,1,0
1165811,1.0,0,12,16.0,407440,1,32,1,1,642048,168549,29930,731,1,1,0,1,0
1165811,0.5,0,8,21.8,257664,0,19,0,0,262064,108813,11757,731,0,1,0,1,0
3009201,6.0,0,10,20.8,773322,0,118,0,0,449592,299877,15297,738,0,1,0,1,0
1783321,10.0,0,12,31.5,673508,0,4,0,0,430188,391457,24372,738,0,1,0,1,0
1271423,0.5,0,7,20.7,823152,0,255,0,1,334598,601426,25005,722,1,0,0,1,0
748904,0.0,0,6,23.9,353474,0,255,0,0,173426,157206,9361,747,0,1,0,1,0
2627510,10.0,0,25,20.5,2448534,0,255,0,1,265826,957942,41821,726,0,1,0,1,0
1211250,10.0,0,5,27.9,416592,0,57,0,0,328724,332785,10599,742,0,0,0,1,0
607544,4.0,0,9,7.3,301334,0,255,0,0,134002,172026,10936,716,0,0,0,1,0
1908550,0.5,0,20,32.5,811646,1,32,1,0,119328,621775,22744,729,0,1,0,0,1
855266,10.0,0,11,22.4,332266,0,81,0,0,308088,220647,12686,721,1,0,0,1,0
1975050,3.0,0,18,12.0,959926,0,80,0,0,283140,270256,28474,751,0,0,0,1,0
1165811,9.0,0,14,24.5,870518,0,255,0,0,219098,381919,16368,731,0,1,0,1,0
844664,10.0,0,9,22.6,230010,2,32,2,0,56518,60990,16330,707,0,1,0,1,0
591261,10.0,0,12,32.0,330792,2,58,2,0,172876,142557,12022,682,1,1,0,1,0
1308929,5.0,0,11,14.8,401038,0,61,0,0,178310,231344,20288,716,0,0,0,1,0
1591592,2.0,0,30,23.0,1231824,0,19,0,0,216810,230850,41646,705,0,1,0,0,1
395333,3.0,0,5,13.3,574794,0,255,0,0,108988,114171,2975,748,0,0,0,1,0
741836,2.0,0,8,11.2,150326,0,24,0,0,206162,97755,3215,725,0,0,0,1,0
1208324,10.0,0,11,15.1,359480,0,255,0,1,309958,306432,34941,701,0,1,0,1,0
